transcript_id,sent_id,section,role,group,long_cluster,voice,pattern,subj_role,subj_lemma,subj_text,pred_lemma,pred_text,obj_role,obj_lemma,obj_text,action_lemma,action_text,ai_in_ctx,ai_in_obl,ai_token_hits,sig_norm,triplet_sig,label,has_action,obj_is_placeholder,is_passive
creativity_0001,2,dynamic,user,Audiovisual,4,ACT,SVOxCOMP,SUBJECT,I,I,want,wanted,OBJECT,name,the song names,evoke,evoke,False,False,0,i||want||name||evoke,I :: want :: name :: evoke,,True,False,False
creativity_0001,3,dynamic,user,Audiovisual,4,ACT,SVO,SUBJECT,it,It,know,know,OBJECT,it,it,,,False,False,0,it||know||it||,it :: know :: it,,False,True,False
creativity_0001,3,dynamic,user,Audiovisual,4,ACT,SVO,SUBJECT,it,It,know,know,OBJECT,thing,thing,,,False,False,0,it||know||thing||,it :: know :: thing,,False,False,False
creativity_0001,3,dynamic,user,Audiovisual,4,ACT,SVO,SUBJECT,I,I,hear,hear,OBJECT,it,it,,,False,False,0,i||hear||it||,I :: hear :: it,,False,True,False
creativity_0001,3,dynamic,user,Audiovisual,4,ACT,SVOxCOMP,SUBJECT,I,I,want,want,OBJECT,it,it,throw,throw,False,False,0,i||want||it||throw,I :: want :: it :: throw,,True,True,False
creativity_0001,5,dynamic,user,Audiovisual,4,ACT,SVO,SUBJECT,I,I,tell,tell,OBJECT,it,it,,,False,False,0,i||tell||it||,I :: tell :: it,AI,False,True,False
creativity_0001,5,dynamic,user,Audiovisual,4,ACT,SV,SUBJECT,we,we,get,get,,,,,,False,False,0,we||get||||,we :: get :: ,,False,False,False
creativity_0002,1,walkthrough,user,Content writing,2,ACT,SVOxCOMP,SUBJECT,I,I,find,find,OBJECT,myself,myself,reach,reaching,True,False,1,i||find||myself||reach,I :: find :: myself :: reach,AI,True,False,False
creativity_0002,1,walkthrough,user,Content writing,2,ACT,SV,SUBJECT,time,time,go,goes,,,,,,True,False,1,time||go||||,time :: go :: ,,False,False,False
creativity_0002,1,walkthrough,user,Content writing,2,ACT,SVxCOMP,SUBJECT,capability,its capabilities,continue,continue,,,,improve,improve,True,False,1,capability||continue||||improve,capability :: continue ::  :: improve,,True,False,False
creativity_0002,2,walkthrough,user,Content writing,2,ACT,SVO,SUBJECT,I,I,use,use,OBJECT,it,it,,,False,False,0,i||use||it||,I :: use :: it,AI,False,True,False
creativity_0002,3,walkthrough,user,Content writing,2,ACT,SVO,SUBJECT,I,I,use,use,OBJECT,it,it,,,False,False,0,i||use||it||,I :: use :: it,AI,False,True,False
creativity_0002,4,walkthrough,user,Content writing,2,ACT,SV,SUBJECT,I,I,reach,reach,,,,,,True,True,1,i||reach||||,I :: reach :: ,AI,False,False,False
creativity_0002,4,walkthrough,user,Content writing,2,ACT,SVxCOMP,SUBJECT,I,I,have,have,,,,do,do,True,True,1,i||have||||do,I :: have ::  :: do,HUMAN,True,False,False
creativity_0002,1,project_example,user,Content writing,2,ACT,SVxCOMP,SUBJECT,I,I,need,needed,,,,write,write,False,False,0,i||need||||write,I :: need ::  :: write,HUMAN,True,False,False
creativity_0002,2,project_example,user,Content writing,2,PASS,SVO,PATIENT_SUBJ,content,the content,write,written,PASS_PATIENT,content,the content,,,False,False,0,content||write||content||,content :: write :: content,,False,False,True
creativity_0002,3,project_example,user,Content writing,2,ACT,SV,SUBJECT,I,I,rewrite,rewrite,,,,,,True,False,1,i||rewrite||||,I :: rewrite :: ,,False,False,False
creativity_0002,4,project_example,user,Content writing,2,ACT,SV,SUBJECT,I,I,feel,felt,,,,,,True,False,1,i||feel||||,I :: feel :: ,,False,False,False
creativity_0002,4,project_example,user,Content writing,2,ACT,SVOxCOMP,SUBJECT,use,using,help,helped,OBJECT,I,me,achieve,achieve,True,False,1,use||help||i||achieve,use :: help :: I :: achieve,,True,False,False
creativity_0002,1,dynamic,user,Content writing,2,ACT,SVOxCOMP,SUBJECT,I,I,get,get,OBJECT,AI,AI,do,do,True,False,2,i||get||ai||do,I :: get :: AI :: do,,True,False,False
creativity_0002,1,dynamic,user,Content writing,2,ACT,SV,SUBJECT,I,I,tidy,tidy,,,,,,True,False,2,i||tidy||||,I :: tidy :: ,,False,False,False
creativity_0002,2,dynamic,user,Content writing,2,ACT,SV,SUBJECT,I,I,make,make,,,,,,False,False,0,i||make||||,I :: make :: ,,False,False,False
creativity_0002,2,dynamic,user,Content writing,2,ACT,SVO,SUBJECT,content,all content,undergoe,undergoes,OBJECT,check,multiple human checks,,,False,False,0,content||undergoe||check||,content :: undergoe :: check,,False,False,False
creativity_0002,2,dynamic,user,Content writing,2,ACT,SV,SUBJECT,hallucination,no hallucinations,be,are,,,,,,False,False,0,hallucination||be||||,hallucination :: be :: ,,False,False,False
creativity_0002,3,dynamic,user,Content writing,2,ACT,SV,SUBJECT,I,I,make,make,,,,,,True,False,1,i||make||||,I :: make :: ,,False,False,False
creativity_0002,3,dynamic,user,Content writing,2,ACT,SV,SUBJECT,I,I,start,start,,,,,,True,False,1,i||start||||,I :: start :: ,,False,False,False
creativity_0002,3,dynamic,user,Content writing,2,ACT,SVO,SUBJECT,prompt,the prompt,have,has,OBJECT,information,much information,,,True,False,1,prompt||have||information||,prompt :: have :: information,,False,False,False
creativity_0002,3,dynamic,user,Content writing,2,ACT,SVxCOMP,SUBJECT,which,which,mean,means,,,,drive,driving,True,False,1,which||mean||||drive,which :: mean ::  :: drive,,True,False,False
creativity_0002,3,dynamic,user,Content writing,2,ACT,SVO,SUBJECT,I,I,drive,driving,OBJECT,decision,the creative decisions,,,True,False,1,i||drive||decision||,I :: drive :: decision,HUMAN,False,False,False
creativity_0002,3,dynamic,user,Content writing,2,ACT,SVO,SUBJECT,I,I,want,want,OBJECT,it,it,,,True,False,1,i||want||it||,I :: want :: it,HUMAN,False,True,False
creativity_0003,1,walkthrough,user,Content writing,2,ACT,SVO,SUBJECT,I,I,use,use,OBJECT,tool,AI tools,,,True,False,1,i||use||tool||,I :: use :: tool,AI,False,False,False
creativity_0003,2,walkthrough,user,Content writing,2,ACT,SVxCOMP,SUBJECT,I,I,like,like,,,,ask,ask,True,False,1,i||like||||ask,I :: like ::  :: ask,,True,False,False
creativity_0003,2,walkthrough,user,Content writing,2,ACT,SVO,SUBJECT,I,I,teach,teach,OBJECT,that,that,,,True,False,1,i||teach||that||,I :: teach :: that,,False,True,False
creativity_0003,2,walkthrough,user,Content writing,2,ACT,SVO,SUBJECT,I,I,teach,teach,OBJECT,student,my students,,,True,False,1,i||teach||student||,I :: teach :: student,,False,False,False
creativity_0003,2,project_example,user,Content writing,2,ACT,SVOxCOMP,SUBJECT,I,I,ask,asked,OBJECT,AI,AI,come,come,True,False,1,i||ask||ai||come,I :: ask :: AI :: come,,True,False,False
creativity_0003,3,project_example,user,Content writing,2,ACT,SVOxCOMP,SUBJECT,this,This,make,made,OBJECT,I,me,feel,feel,False,False,0,this||make||i||feel,this :: make :: I :: feel,,True,False,False
creativity_0003,4,project_example,user,Content writing,2,ACT,SVO,SUBJECT,plan,Planning,take,takes,OBJECT,time,much time,,,False,False,0,plan||take||time||,plan :: take :: time,,False,False,False
creativity_0003,4,project_example,user,Content writing,2,PASS,SVO,PATIENT_SUBJ,I,I,pay,paid,OBJECT,which,which for,,,False,False,0,i||pay||which||,I :: pay :: which,,False,True,True
creativity_0003,4,project_example,user,Content writing,2,PASS,SVO,PATIENT_SUBJ,I,I,pay,paid,PASS_PATIENT,I,I,,,False,False,0,i||pay||i||,I :: pay :: I,,False,False,True
creativity_0003,5,project_example,user,Content writing,2,ACT,SVO,SUBJECT,AI,AI,save,saved,OBJECT,I,me,,,True,False,1,ai||save||i||,AI :: save :: I,,False,False,False
creativity_0003,5,project_example,user,Content writing,2,ACT,SVO,SUBJECT,AI,AI,save,saved,OBJECT,time,much time,,,True,False,1,ai||save||time||,AI :: save :: time,,False,False,False
creativity_0003,6,project_example,user,Content writing,2,ACT,SVO,SUBJECT,I,I,spend,spending,OBJECT,lot,a lot,,,False,False,0,i||spend||lot||,I :: spend :: lot,,False,False,False
creativity_0003,7,project_example,user,Content writing,2,ACT,SVO,SUBJECT,I,I,find,finding,OBJECT,syllabi,different dance syllabi,,,False,False,0,i||find||syllabi||,I :: find :: syllabi,,False,False,False
creativity_0003,7,project_example,user,Content writing,2,ACT,SVO,SUBJECT,I,I,use,use,OBJECT,that,that,,,False,False,0,i||use||that||,I :: use :: that,HUMAN,False,True,False
creativity_0003,9,project_example,user,Content writing,2,ACT,SVxCOMP,SUBJECT,AI,AI,seem,seems,,,,do,do,True,False,1,ai||seem||||do,AI :: seem ::  :: do,,True,False,False
creativity_0003,11,project_example,user,Content writing,2,ACT,SVOxCOMP,SUBJECT,I,I,ask,ask,OBJECT,AI,AI,make,make,True,False,1,i||ask||ai||make,I :: ask :: AI :: make,AI,True,False,False
creativity_0003,11,project_example,user,Content writing,2,ACT,SVOxCOMP,SUBJECT,I,I,ask,ask,OBJECT,it,it,add,add,True,False,1,i||ask||it||add,I :: ask :: it :: add,,True,True,False
creativity_0003,1,dynamic,user,Content writing,2,ACT,SVxCOMP,SUBJECT,I,I,like,like,,,,think,think,False,False,0,i||like||||think,I :: like ::  :: think,,True,False,False
creativity_0003,1,dynamic,user,Content writing,2,ACT,SVO,SUBJECT,I,I,drive,driving,OBJECT,decision,the create decisions,,,False,False,0,i||drive||decision||,I :: drive :: decision,HUMAN,False,False,False
creativity_0003,2,dynamic,user,Content writing,2,ACT,SV,SUBJECT,I,I,want,want,,,,,,False,False,0,i||want||||,I :: want :: ,,False,False,False
creativity_0003,3,dynamic,user,Content writing,2,ACT,SVxCOMP,SUBJECT,I,I,feel,feel,,,,get,getting,True,False,1,i||feel||||get,I :: feel ::  :: get,,True,False,False
creativity_0003,3,dynamic,user,Content writing,2,ACT,SV,SUBJECT,model,the AI model,get,getting,,,,,,True,False,1,model||get||||,model :: get :: ,,False,False,False
creativity_0003,3,dynamic,user,Content writing,2,ACT,SV,SUBJECT,I,I,envision,envisioning,,,,,,True,False,1,i||envision||||,I :: envision :: ,,False,False,False
creativity_0003,3,dynamic,user,Content writing,2,ACT,SVO,SUBJECT,I,I,redirect,redirect,OBJECT,model,the model,,,True,False,1,i||redirect||model||,I :: redirect :: model,,False,False,False
creativity_0003,3,dynamic,user,Content writing,2,ACT,SV,SUBJECT,we,we,start,start,,,,,,True,False,1,we||start||||,we :: start :: ,,False,False,False
creativity_0004,1,walkthrough,user,Audiovisual,4,ACT,SV,SUBJECT,I,I,find,find,,,,,,True,False,1,i||find||||,I :: find :: ,,False,False,False
creativity_0004,3,walkthrough,user,Audiovisual,4,ACT,SVO,SUBJECT,which,which,free,frees,OBJECT,time,more time,,,False,False,0,which||free||time||,which :: free :: time,,False,False,False
creativity_0004,1,project_example,user,Audiovisual,4,ACT,SV,SUBJECT,I,I,work,worked,,,,,,True,False,1,i||work||||,I :: work :: ,,False,False,False
creativity_0004,1,project_example,user,Audiovisual,4,ACT,SVOxCOMP,SUBJECT,we,we,use,used,OBJECT,AI,AI,draft,draft,True,False,1,we||use||ai||draft,we :: use :: AI :: draft,,True,False,False
creativity_0004,2,project_example,user,Audiovisual,4,ACT,SV,SUBJECT,department,no HR department,be,is,,,,,,True,False,1,department||be||||,department :: be :: ,,False,False,False
creativity_0004,2,project_example,user,Audiovisual,4,ACT,SV,SUBJECT,task,those tasks,fall,fall,,,,,,True,False,1,task||fall||||,task :: fall :: ,,False,False,False
creativity_0004,2,project_example,user,Audiovisual,4,ACT,SVO,SUBJECT,that,that,have,has,OBJECT,tone,the right tone,,,True,False,1,that||have||tone||,that :: have :: tone,,False,False,False
creativity_0004,3,project_example,user,Audiovisual,4,ACT,SVxCOMP,SUBJECT,we,We,try,tried,,,,use,using,True,False,1,we||try||||use,we :: try ::  :: use,,True,False,False
creativity_0004,3,project_example,user,Audiovisual,4,ACT,SV,SUBJECT,it,it,work,work,,,,,,True,False,1,it||work||||,it :: work :: ,,False,False,False
creativity_0004,3,project_example,user,Audiovisual,4,ACT,SVO,SUBJECT,I,I,find,found,OBJECT,model,an AI model,,,True,False,1,i||find||model||,I :: find :: model,,False,False,False
creativity_0004,1,dynamic,user,Audiovisual,4,PASS,SVO,PATIENT_SUBJ,it,it,write,written,PASS_PATIENT,it,it,,,False,False,0,it||write||it||,it :: write :: it,,False,True,True
creativity_0004,2,dynamic,user,Audiovisual,4,ACT,SVxCOMP,SUBJECT,I,I,go,going,,,,send,send,False,False,0,i||go||||send,I :: go ::  :: send,,True,False,False
creativity_0004,2,dynamic,user,Audiovisual,4,ACT,SV,SUBJECT,I,I,need,need,,,,,,False,False,0,i||need||||,I :: need :: ,,False,False,False
creativity_0004,2,dynamic,user,Audiovisual,4,ACT,SVO,SUBJECT,I,I,want,want,OBJECT,it,it,,,False,False,0,i||want||it||,I :: want :: it,HUMAN,False,True,False
creativity_0004,3,dynamic,user,Audiovisual,4,ACT,SV,SUBJECT,I,I,think,think,,,,,,True,False,1,i||think||||,I :: think :: ,,False,False,False
creativity_0004,3,dynamic,user,Audiovisual,4,ACT,SV,SUBJECT,it,it,be,is,,,,,,True,False,1,it||be||||,it :: be :: ,,False,False,False
creativity_0005,3,walkthrough,user,"Art, design, crafts",1,ACT,SV,SUBJECT,it,it,come,comes,,,,,,True,False,1,it||come||||,it :: come :: ,,False,False,False
creativity_0005,4,walkthrough,user,"Art, design, crafts",1,ACT,SV,SUBJECT,I,I,hate,hate,,,,,,False,False,0,i||hate||||,I :: hate :: ,,False,False,False
creativity_0005,4,walkthrough,user,"Art, design, crafts",1,ACT,SV,SUBJECT,I,I,go,gon,,,,,,False,False,0,i||go||||,I :: go :: ,,False,False,False
creativity_0005,4,walkthrough,user,"Art, design, crafts",1,ACT,SVxCOMP,SUBJECT,I,I,start,started,,,,italicize,italicizing,False,False,0,i||start||||italicize,I :: start ::  :: italicize,,True,False,False
creativity_0005,5,walkthrough,user,"Art, design, crafts",1,ACT,SVxCOMP,SUBJECT,I,I,hate,hate,,,,come,coming,False,False,0,i||hate||||come,I :: hate ::  :: come,,True,False,False
creativity_0005,5,walkthrough,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,I,I,post,posting,OBJECT,type,many different types,,,False,False,0,i||post||type||,I :: post :: type,,False,False,False
creativity_0005,8,walkthrough,user,"Art, design, crafts",1,ACT,SV,SUBJECT,I,I,go,go,,,,,,True,False,1,i||go||||,I :: go :: ,,False,False,False
creativity_0005,8,walkthrough,user,"Art, design, crafts",1,ACT,SV,SUBJECT,hashtag,hashtag,generate,generating,,,,,,True,False,1,hashtag||generate||||,hashtag :: generate :: ,,False,False,False
creativity_0005,8,walkthrough,user,"Art, design, crafts",1,ACT,SV,SUBJECT,I,I,feel,feel,,,,,,True,False,1,i||feel||||,I :: feel :: ,,False,False,False
creativity_0005,8,walkthrough,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,AI,AI,need,needs,OBJECT,work,some work,,,True,False,1,ai||need||work||,AI :: need :: work,,False,False,False
creativity_0005,9,walkthrough,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,I,I,use,use,OBJECT,AI,AI,,,True,False,1,i||use||ai||,I :: use :: AI,AI,False,False,False
creativity_0005,10,walkthrough,user,"Art, design, crafts",1,ACT,SVxCOMP,SUBJECT,I,I,find,find,,,,pick,pick,True,False,1,i||find||||pick,I :: find ::  :: pick,,True,False,False
creativity_0005,10,walkthrough,user,"Art, design, crafts",1,ACT,SV,SUBJECT,AI,AI,pick,pick,,,,,,True,False,1,ai||pick||||,AI :: pick :: ,,False,False,False
creativity_0005,2,project_example,user,"Art, design, crafts",1,ACT,SV,SUBJECT,I,I,say,said,,,,,,False,False,0,i||say||||,I :: say :: ,,False,False,False
creativity_0005,2,project_example,user,"Art, design, crafts",1,ACT,SVOxCOMP,SUBJECT,I,I,start,start,OBJECT,spit,spit,ball,balling,False,False,0,i||start||spit||ball,I :: start :: spit :: ball,,True,False,False
creativity_0005,2,project_example,user,"Art, design, crafts",1,ACT,SV,SUBJECT,I,I,look,looking,,,,,,False,False,0,i||look||||,I :: look :: ,,False,False,False
creativity_0005,3,project_example,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,I,I,make,made,OBJECT,video,a video,,,False,False,0,i||make||video||,I :: make :: video,,False,False,False
creativity_0005,4,project_example,user,"Art, design, crafts",1,ACT,SV,SUBJECT,video,the video,read,read,,,,,,False,False,0,video||read||||,video :: read :: ,,False,False,False
creativity_0005,5,project_example,user,"Art, design, crafts",1,ACT,SVOxCOMP,SUBJECT,I,I,want,wanted,OBJECT,vibe,that vibe,represent,represent,False,False,0,i||want||vibe||represent,I :: want :: vibe :: represent,,True,False,False
creativity_0005,5,project_example,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,I,I,make,making,OBJECT,sale,a sale,,,False,False,0,i||make||sale||,I :: make :: sale,,False,False,False
creativity_0005,6,project_example,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,I,I,use,used,OBJECT,ChatGPT,ChatGPT,,,True,False,1,i||use||chatgpt||,I :: use :: ChatGPT,AI,False,False,False
creativity_0005,8,project_example,user,"Art, design, crafts",1,ACT,SVxCOMP,SUBJECT,I,I,find,find,,,,say,say,False,False,0,i||find||||say,I :: find ::  :: say,,True,False,False
creativity_0005,8,project_example,user,"Art, design, crafts",1,PASS,SVO,PATIENT_SUBJ,caption,a long caption,need,needed,PASS_PATIENT,caption,a long caption,,,False,False,0,caption||need||caption||,caption :: need :: caption,,False,False,True
creativity_0005,8,project_example,user,"Art, design, crafts",1,ACT,SV,SUBJECT,I,I,need,needed,,,,,,False,False,0,i||need||||,I :: need :: ,,False,False,False
creativity_0005,8,project_example,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,I,I,provide,provide,OBJECT,lot,a lot,,,False,False,0,i||provide||lot||,I :: provide :: lot,,False,False,False
creativity_0005,9,project_example,user,"Art, design, crafts",1,ACT,SV,SUBJECT,brain,My ADHD brain,go,goes,,,,,,False,False,0,brain||go||||,brain :: go :: ,,False,False,False
creativity_0005,9,project_example,user,"Art, design, crafts",1,ACT,SVxCOMP,SUBJECT,it,it,struggle,struggles,,,,do,do,False,False,0,it||struggle||||do,it :: struggle ::  :: do,,True,False,False
creativity_0005,11,project_example,user,"Art, design, crafts",1,ACT,SVxCOMP,SUBJECT,video,This video,need,needed,,,,post,posted,False,False,0,video||need||||post,video :: need ::  :: post,,True,False,False
creativity_0005,11,project_example,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,get,get,take,took,OBJECT,try,5 tries,,,False,False,0,get||take||try||,get :: take :: try,,False,False,False
creativity_0005,11,project_example,user,"Art, design, crafts",1,ACT,SV,SUBJECT,I,I,like,liked,,,,,,False,False,0,i||like||||,I :: like :: ,,False,False,False
creativity_0005,11,project_example,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,that,that,match,matched,OBJECT,vibe,the vibe,,,False,False,0,that||match||vibe||,that :: match :: vibe,,False,False,False
creativity_0005,2,dynamic,user,"Art, design, crafts",1,ACT,SVO,SUBJECT,I,I,find,find,OBJECT,chatbot,that chatbot,,,False,False,0,i||find||chatbot||,I :: find :: chatbot,,False,False,False
creativity_0005,3,dynamic,user,"Art, design, crafts",1,PASS,SVO,PATIENT_SUBJ,follow,follow,include,included,PASS_PATIENT,follow,follow,,,False,False,0,follow||include||follow||,follow :: include :: follow,,False,False,True
creativity_0005,3,dynamic,user,"Art, design, crafts",1,PASS,SVO,PATIENT_SUBJ,follow,follow,include,included,PASS_PATIENT,question,questions,,,False,False,0,follow||include||question||,follow :: include :: question,,False,False,True
creativity_0005,3,dynamic,user,"Art, design, crafts",1,PASS,SVO,PATIENT_SUBJ,question,questions,include,included,PASS_PATIENT,follow,follow,,,False,False,0,question||include||follow||,question :: include :: follow,,False,False,True
creativity_0005,3,dynamic,user,"Art, design, crafts",1,PASS,SVO,PATIENT_SUBJ,question,questions,include,included,PASS_PATIENT,question,questions,,,False,False,0,question||include||question||,question :: include :: question,,False,False,True
creativity_0006,1,walkthrough,user,Fiction writing,0,ACT,SVO,SUBJECT,I,I,incorporate,incorporate,OBJECT,AI,AI,,,True,False,1,i||incorporate||ai||,I :: incorporate :: AI,,False,False,False
creativity_0006,1,walkthrough,user,Fiction writing,0,ACT,SV,SUBJECT,it,it,come,comes,,,,,,True,False,1,it||come||||,it :: come :: ,,False,False,False
creativity_0006,1,walkthrough,user,Fiction writing,0,ACT,SV,SUBJECT,I,I,make,make,,,,,,True,False,1,i||make||||,I :: make :: ,,False,False,False
creativity_0006,1,walkthrough,user,Fiction writing,0,ACT,SVO,SUBJECT,I,I,convey,conveying,OBJECT,what,what,,,True,False,1,i||convey||what||,I :: convey :: what,,False,True,False
creativity_0006,1,walkthrough,user,Fiction writing,0,ACT,SV,SUBJECT,I,I,intend,intend,,,,,,True,False,1,i||intend||||,I :: intend :: ,,False,False,False
creativity_0006,2,walkthrough,user,Fiction writing,0,ACT,SV,SUBJECT,I,I,brainstorm,brainstorm,,,,,,True,True,1,i||brainstorm||||,I :: brainstorm :: ,,False,False,False
creativity_0006,3,walkthrough,user,Fiction writing,0,ACT,SVxCOMP,SUBJECT,I,I,find,find,,,,tap,tap,False,False,0,i||find||||tap,I :: find ::  :: tap,,True,False,False
creativity_0006,3,walkthrough,user,Fiction writing,0,ACT,SV,SUBJECT,I,I,tap,tap,,,,,,False,False,0,i||tap||||,I :: tap :: ,,False,False,False
